Series,Location,Rock Type,K,Ti,Sr,P,Rb,Nb,Ba,Zr,Ce,Th,Y,La
Orogenic,Spain (Betics),Lamproite,4.857650139037106,3.9763738255640484,2.9206450014067875,3.700582582269916,2.7075701760979363,1.7160033436347992,3.4099331233312946,2.946452265013073,2.465977368285823,2.100370545117563,1.4771212547196624,2.04688519083771
Orogenic,Spain (Betics),Lamproite,4.731375110660983,3.965237459446089,2.8208579894397,3.6569180812150845,3.0549958615291417,1.6232492903979006,3.2357808703275603,2.932980821923198,2.4727564493172123,2.0969100130080562,1.6720978579357175,2.03342375548695
Orogenic,Spain (Betics),Lamproite,4.894562222369878,3.9818367212655508,2.846955325019824,3.673308497403254,2.754348335711019,1.6127838567197355,3.2545480771089736,2.9339931638312424,2.4800069429571505,2.1072099696478683,1.5185139398778875,2.037426497940624
Orogenic,Spain (Betics),Lamproite,4.863119288934386,3.9680484367799176,2.8715729355458786,3.673308497403254,2.7902851640332416,1.6532125137753437,3.31722734917642,2.952792443044092,2.4771212547196626,2.0969100130080562,1.5314789170422551,2.0211892990699383
Orogenic,Spain (Betics),Lamproite,4.886210148005111,3.9736163910188598,2.8680563618230415,3.685207720702962,2.826722520168992,1.662757831681574,3.247236549506764,2.9537596917332287,2.4771212547196626,2.1072099696478683,1.4913616938342726,2.0253058652647704
Orogenic,Spain (Betics),Lamproite,4.880551507927063,3.9708413369640874,2.8767949762007006,3.689102764586486,2.8260748027008264,1.6334684555795864,3.1931245983544616,2.9459607035775686,2.4913616938342726,2.12057393120585,1.5314789170422551,2.0492180226701815
Orogenic,Spain (Betics),Lamproite,4.88291824120617,3.9763738255640484,2.886490725172482,3.7117667492224298,2.745855195173729,1.6532125137753437,3.248463717551032,2.9479236198317262,2.4927603890268375,2.123851640967086,1.505149978319906,2.0293837776852097
Orogenic,Spain (Betics),Lamproite,4.879125252189031,3.9566936859027955,2.938519725176492,3.7538280942231412,2.7307822756663893,1.6434526764861874,3.451939869365103,2.91539983521227,2.503790683057181,2.1492191126553797,1.4771212547196624,2.0644579892269186
Orogenic,Spain (Betics),Lamproite,4.869981872749161,3.9509030070219,2.9116901587538613,3.7333064270785394,2.7450747915820575,1.6532125137753437,3.268343913951065,2.9232440186302764,2.4871383754771865,2.123851640967086,1.5185139398778875,2.037426497940624
Orogenic,Spain (Betics),Lamproite,4.870467932656532,3.9566936859027955,2.9628426812012423,3.722670112232754,2.7944880466591697,1.711807229041191,3.190611797813605,2.8684680990209865,2.5056247283278794,2.070444249972947,1.4563660331290431,2.059752694209299
Orogenic,Spain (Betics),Lamproite,4.876737700920709,3.9708413369640874,2.909020854211156,3.700582582269916,2.8825245379548803,1.739572344450092,3.243286146083446,2.9094490469812664,2.4950028664386243,2.094086627083193,1.4502491083193612,2.042732979621721
Orogenic,Spain (Betics),Lamproite,4.871922856904707,3.965237459446089,2.9041743682841634,3.669268519601514,2.8182258936139557,1.6937269489236468,3.2755416884013098,2.8810421081934057,2.4747260421801167,2.046924174230035,1.413299764081252,2.016866270828975
Orogenic,Spain (Betics),Lamproite,4.8738552048396775,3.965237459446089,2.8948696567452528,3.669268519601514,2.7708520116421442,1.6812412373755872,3.2352758766870524,2.894149846767922,2.447173541582463,2.0743775376448044,1.4440447959180762,2.0337051514678524
Orogenic,Spain (Betics),Lamproite,4.775859304243497,3.9680484367799176,2.8312296938670634,3.626656476182549,3.0484418035504044,1.6646419755561255,3.229681842317676,2.8605775512444156,2.4644001158898647,1.9949327367300418,1.390935107103379,1.9927743642553555
Orogenic,Spain (Betics),Lamproite,4.83558436241054,3.9479784540045832,2.7041505168397992,3.613012595516003,2.843855422623161,1.5314789170422551,3.2655253352190736,2.8109042806687006,2.28397928423848,1.909020854211156,1.3617278360175928,1.8585371975696392
Orogenic,Spain (Betics),Lamproite,4.698004885863354,3.9624081694272246,2.683947130751512,3.669268519601514,2.7323937598229686,1.4913616938342726,3.1838390370564214,2.8419848045901137,2.326335860928751,2.037027879755775,1.3424226808222062,1.8756399370041683
Orogenic,Spain (Betics),Lamproite,4.695104744989983,3.923844774287864,2.780317312140151,3.631110817608799,2.574031267727719,1.6148972160331345,3.1319392952104246,2.8140477209955996,2.3039516339434503,1.986592606822211,1.3856062735983121,1.8386602259889415
Orogenic,Spain (Betics),Lamproite,4.832944266244331,3.926935851265006,2.7466341989375787,3.594127251355629,2.866877814337499,1.649334858712142,3.2826221128780624,2.7972675408307164,2.3202293967192693,1.887335930399167,1.4199557484897578,1.863857961883973
Orogenic,Spain (Betics),Lamproite,4.785417752944809,3.9112556469798436,2.7218106152125467,3.574383193159872,2.8175653695597807,1.6020599913279623,3.1894903136993675,2.7963661549775214,2.2438314619819217,1.9016762313263755,1.404833716619938,1.8109713998222075
Orogenic,Spain (Betics),Lamproite,4.78777485225544,3.9175958250108622,2.7299742856995555,3.579403994534923,2.829946695941636,1.6201360549737576,3.1752218003430523,2.8152455919165633,2.2583259347489726,1.9315087218666176,1.4329692908744058,1.8250364412213538
Orogenic,Spain (Betics),Lamproite,4.75734963576824,3.898290669815476,2.6830470382388496,3.558962834292378,2.7752462597402365,1.6263403673750423,3.144574207609616,2.792811771248147,2.317958924700952,1.9224140241456342,1.429752280002408,1.8656368876996288
