Series,Location,Rock Type,K,Ti,Sr,P,Rb,Nb,Ba,Zr,Ce,Th,Y,La
Anorogenic,Australia,Lamproite,69562.38,36203.76,2111.0,1614.68,393.0,107.0,12179.0,1218.0,566.0,25.0,20.0,301.0
Anorogenic,Australia,Lamproite,88986.72,34525.44,1235.0,4364.0,372.0,118.0,10346.0,1297.0,445.0,20.0,20.0,241.0
Anorogenic,Australia,Lamproite,83010.0,41298.66,702.0,3883.96,297.0,91.0,8777.0,1123.0,348.0,16.0,20.0,265.0
Anorogenic,Antarctica,Lamproite (Ol-leucitite),98781.9,19480.5,1758.0,5804.12,330.0,113.5,5505.0,1430.0,393.0,31.2,24.71,215.1
Anorogenic,Antarctica,Lamproite (Ol-leucitite),95046.45,19540.44,1784.0,5149.52,352.0,116.6,5631.0,1472.0,393.0,30.9,25.12,214.1
Anorogenic,Antarctica,Lamproite (Ol-leucitite),95793.54,19900.08,1788.0,5324.08,338.0,117.4,5681.0,1493.0,399.0,31.6,25.72,218.9
Anorogenic,Antarctica,Lamproite (Ol-leucitite),91311.0,20079.9,1784.0,4582.2,322.0,114.1,5641.0,1448.0,391.0,30.6,24.26,210.7
Anorogenic,Antarctica,Lamproite (Ol-leucitite),94548.39,20019.96,1815.0,5018.6,337.0,120.4,5765.0,1524.0,392.0,31.3,25.67,216.2
Anorogenic,Antarctica,Lamproite (Ol-leucitite),92722.17,20619.36,1806.0,4974.96,298.0,107.6,5663.0,1072.0,384.0,27.4,24.09,211.3
Anorogenic,Antarctica,Lamproite (Ol-leucitite),94548.39,19960.02,1915.0,5324.08,356.0,122.2,5744.0,1555.0,416.0,32.7,25.2,226.2
Anorogenic,Antarctica,Lamproite (Ol-leucitite),90314.88,19900.08,1742.0,4582.2,302.0,105.3,5445.0,1170.0,372.0,27.1,24.19,203.2
Anorogenic,Antarctica,Lamproite (Ol-leucitite),85583.31,20799.18,1901.0,2967.52,291.0,110.3,5705.0,1066.0,382.0,27.8,24.45,211.0
Anorogenic,Antarctica,Lamproite (Ol-leucitite),42003.06,8151.84,330.0,1963.8,215.0,64.6,1559.0,346.0,271.0,35.8,104.83,129.3
Anorogenic,Antarctica,Lamproite (Ol-leucitite),96374.61,20499.48,1808.0,6458.72,315.0,90.0,5550.0,1004.0,337.0,30.0,18.0,210.0
Anorogenic,India,Lamproite,32788.95,26913.06,1430.0,6502.36,57.0,131.0,894.0,863.0,405.0,13.8,36.8,209.0
Anorogenic,India,Lamproite,37686.54,31648.32,1540.0,7244.24,112.0,131.0,681.0,923.0,572.0,19.7,44.8,297.0
Anorogenic,India,Lamproite,19341.33,18941.04,989.0,3971.24,43.0,111.0,1430.0,466.0,270.0,12.0,24.6,152.0
Anorogenic,India,Lamproite,23159.79,30509.46,1320.0,6065.96,58.0,139.0,577.0,911.8,350.0,14.8,71.0,182.0
Anorogenic,India,Lamproite,21167.55,17802.18,754.0,3534.84,149.0,104.0,2128.0,239.0,172.0,13.3,22.4,77.1
Anorogenic,India,Lamproite,22246.68,17982.0,588.0,3142.08,54.0,86.0,1689.0,450.0,237.0,11.0,21.43,124.0
Anorogenic,India,Lamproite,22163.67,17742.24,618.0,4145.8,52.0,100.0,1478.0,410.0,231.0,11.0,21.65,120.0
Anorogenic,India,Lamproite,37935.57,28831.14,964.0,6240.52,312.0,163.0,943.0,478.0,493.0,18.8,27.93,254.0
Anorogenic,India,Lamproite,40425.87,28231.74,971.0,6109.6,320.0,190.0,928.0,490.0,491.0,20.5,36.1,250.0
Anorogenic,India,Lamproite,18179.19,29250.72,1588.0,7855.2,36.0,176.0,421.0,1241.0,658.0,16.8,17.0,340.0
Anorogenic,India,Lamproite,43663.26,24875.1,1691.0,7287.88,123.0,157.0,977.0,1064.0,643.0,22.5,30.0,339.0
Anorogenic,India,Lamproite,46070.55,23796.18,1582.0,6327.8,139.0,154.0,2812.0,1017.0,545.0,17.4,19.0,275.0
Anorogenic,India,Lamproite,18179.19,29250.72,1588.0,7855.2,36.0,176.0,421.0,1241.0,658.0,16.8,17.0,340.0
Anorogenic,India,Lamproite,23242.8,25414.56,1022.0,6633.28,68.0,160.0,445.0,862.0,626.0,27.2,22.0,333.0
Anorogenic,India,Lamproite,31709.82,24515.46,1196.0,7069.68,68.0,148.0,1350.0,1004.0,542.0,19.3,24.0,288.0
Anorogenic,India,Orangeite-Lamproite,21167.55,6653.34,818.0,1091.0,171.0,100.0,5193.0,259.0,179.0,10.8,14.3,99.8
Anorogenic,India,Orangeite-Lamproite,23076.78,6473.52,971.0,1047.36,138.0,107.0,1797.0,227.0,203.0,16.9,14.5,117.0
Anorogenic,Norway,Lamproite,74875.02,22657.32,2505.0,12699.24,246.0,71.0,6995.0,528.0,463.0,25.5,25.0,214.0
Anorogenic,Norway,Lamproite,78195.42,19000.98,2585.0,11259.12,247.0,84.0,9699.0,1671.0,404.0,22.7,25.0,583.0
Anorogenic,Russia,Phlogopite lamproite,68898.3,9710.28,3464.0,9295.32,181.0,64.0,7130.0,647.0,242.0,13.2,35.0,129.0
Anorogenic,Russia,Lamproite,61427.4,7912.08,1520.0,7331.52,378.0,2.5,2520.0,493.0,360.0,83.0,42.0,150.0
Anorogenic,Russia,Lamproite,61759.44,7972.02,1150.0,6284.16,437.0,6.5,1970.0,471.0,235.0,80.0,34.0,91.0
Anorogenic,Russia,Lamproite,75788.13,10429.56,1610.0,8989.84,357.0,8.3,2900.0,824.0,360.0,64.0,36.0,145.0
Anorogenic,Russia,Lamproite,39761.79,8151.84,426.0,6065.96,219.0,6.0,1100.0,514.0,205.0,66.0,26.0,80.0
Anorogenic,Russia,Lamproite,47564.73,7012.98,576.0,6022.32,335.0,19.6,4817.0,390.0,177.0,44.0,32.0,82.0
Anorogenic,Russia,Lamproite,53873.49,7852.14,778.0,7724.28,320.0,20.0,6187.0,359.0,225.0,54.0,34.0,93.0
Anorogenic,Russia,Lamproite,54537.57,7912.08,744.0,6807.84,314.0,18.0,5912.0,337.0,192.0,45.0,33.0,89.0
Anorogenic,China (Yangtze Block),Lamproite,41172.96,16423.56,1103.0,4756.76,85.89,135.0,2438.0,566.6,293.4,22.18,20.6,164.9
Anorogenic,China (Yangtze Block),Lamproite,40923.93,16123.86,1085.0,4582.2,82.25,130.0,2450.0,554.4,288.5,22.79,20.07,160.1
Anorogenic,China (Yangtze Block),Lamproite,40757.91,17082.9,1152.0,4974.96,85.6,127.6,2553.0,532.6,287.9,18.49,22.04,161.6
Anorogenic,China (Yangtze Block),Lamproite,39761.79,16963.02,1134.0,4931.32,82.8,131.2,2841.0,532.3,297.3,21.49,23.3,166.5
Anorogenic,China (Yangtze Block),Lamproite,41505.0,16363.62,1128.0,4756.76,80.37,132.3,1884.0,581.5,287.6,22.2,20.67,163.6
Anorogenic,China (Yangtze Block),Lamproite,33453.03,18221.76,1011.0,4102.16,112.1,143.3,3450.0,620.9,321.3,24.27,25.48,179.3
Anorogenic,China (Yangtze Block),Lamproite,34283.13,18401.58,1016.0,4102.16,113.2,149.5,3348.0,631.9,321.2,24.19,26.14,179.9
Anorogenic,China (Yangtze Block),Lamproite,32705.94,17862.12,972.6,4058.52,107.1,139.9,3362.0,587.0,313.7,23.21,25.14,177.6
Anorogenic,China (Yangtze Block),Lamproite,36109.35,18461.52,986.0,4407.64,113.2,148.2,3079.0,614.2,324.0,24.39,24.45,185.6
Anorogenic,China (Yangtze Block),Lamproite,36192.36,18521.46,962.9,4364.0,107.3,143.0,2995.0,603.9,319.0,24.57,23.93,181.2
Anorogenic,China (Yangtze Block),Lamproite,39263.73,19360.62,978.3,4625.84,114.1,138.9,3589.0,593.8,311.1,23.57,24.55,177.7
Anorogenic,China (Yangtze Block),Lamproite,37852.56,19000.98,898.1,4800.4,110.3,132.0,3163.0,562.0,308.5,22.7,24.29,177.4
Anorogenic,China (Yangtze Block),Lamproite,42086.07,16363.62,1148.0,4974.96,83.35,134.4,2228.0,587.6,299.2,20.32,26.74,175.7
Anorogenic,"USA (Leucite Hills, Wyoming)",Phlogopite lamproite,88073.61,16003.98,2864.0,7462.44,295.2,56.6,6540.0,1534.0,392.6,21.83,17.42,196.3
Anorogenic,"USA (Leucite Hills, Wyoming)",Phlogopite lamproite,92556.15,15284.7,2020.0,5978.68,277.7,60.99,5410.0,1570.0,321.5,20.05,13.9,158.2
Anorogenic,"USA (Leucite Hills, Wyoming)",Phlogopite lamproite,93967.32,14505.48,2405.0,7026.04,268.8,62.99,7113.0,1610.0,367.7,24.17,13.61,187.5
Anorogenic,"USA (Leucite Hills, Wyoming)",Phlogopite lamproite,88820.7,15104.88,1815.0,5760.48,288.0,49.18,5376.0,1622.0,270.2,16.01,12.21,128.6
Anorogenic,"USA (Leucite Hills, Wyoming)",Phlogopite lamproite,88156.62,12827.16,1707.0,5585.92,242.7,47.87,4104.0,1462.0,317.4,18.37,14.23,155.2
